id;category;date;label;value;user_id
3084;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3085;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3086;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";0;97d2f662-d791-46c1-8fe2-55690e79425d
3087;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";5;97d2f662-d791-46c1-8fe2-55690e79425d
3088;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3089;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3090;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3091;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3092;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3093;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3094;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";0;4f620746-1ee2-44c4-8338-789cfdb2078f
3095;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";0;4f620746-1ee2-44c4-8338-789cfdb2078f
3096;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";0;4f620746-1ee2-44c4-8338-789cfdb2078f
3097;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";0;4f620746-1ee2-44c4-8338-789cfdb2078f
3098;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";0;4f620746-1ee2-44c4-8338-789cfdb2078f
3099;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";0;4f620746-1ee2-44c4-8338-789cfdb2078f
3100;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3101;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3102;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3103;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3104;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";1;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3105;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3106;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";3;0c1257cc-da66-47c3-b4c8-96629b9d6885
3107;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";2;0c1257cc-da66-47c3-b4c8-96629b9d6885
3108;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";2;0c1257cc-da66-47c3-b4c8-96629b9d6885
3109;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";4;0c1257cc-da66-47c3-b4c8-96629b9d6885
3110;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";2;0c1257cc-da66-47c3-b4c8-96629b9d6885
3111;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";0;0c1257cc-da66-47c3-b4c8-96629b9d6885
3112;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";5;076c055b-d531-4383-806b-1a833825d5a4
3113;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";4;076c055b-d531-4383-806b-1a833825d5a4
3114;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";4;076c055b-d531-4383-806b-1a833825d5a4
3115;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";5;076c055b-d531-4383-806b-1a833825d5a4
3116;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";1;076c055b-d531-4383-806b-1a833825d5a4
3117;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";5;076c055b-d531-4383-806b-1a833825d5a4
3118;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";4;86a843d4-03d4-4253-9d5c-024a67d32376
3119;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";3;86a843d4-03d4-4253-9d5c-024a67d32376
3120;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";4;86a843d4-03d4-4253-9d5c-024a67d32376
3121;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";4;86a843d4-03d4-4253-9d5c-024a67d32376
3122;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";2;86a843d4-03d4-4253-9d5c-024a67d32376
3123;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";1;86a843d4-03d4-4253-9d5c-024a67d32376
3124;Descanso;"2025-05-13 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3125;Descanso;"2025-05-13 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3126;Comida;"2025-05-13 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3127;Comida;"2025-05-13 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3128;Estrés;"2025-05-13 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
3129;Estrés;"2025-05-13 00:00:00.000000";"Habilidad para gestionar el estrés.";3;c64d0195-a021-4e97-9a2d-e53cee9ec721
3130;Descanso;"2025-05-14 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3131;Descanso;"2025-05-14 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3132;Comida;"2025-05-14 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3133;Comida;"2025-05-14 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3134;Estrés;"2025-05-14 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3135;Estrés;"2025-05-14 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3136;Descanso;"2025-05-14 00:00:00.000000";"¿Has dormido suficiente?";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3137;Descanso;"2025-05-14 00:00:00.000000";"Nivel de energía al despertar.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3138;Comida;"2025-05-14 00:00:00.000000";"Calidad de tu alimentación.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3139;Comida;"2025-05-14 00:00:00.000000";"Satisfacción con tu alimentación.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3140;Estrés;"2025-05-14 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3141;Estrés;"2025-05-14 00:00:00.000000";"Habilidad para gestionar el estrés.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3142;Descanso;"2025-05-14 00:00:00.000000";"¿Has dormido suficiente?";3;97d2f662-d791-46c1-8fe2-55690e79425d
3143;Descanso;"2025-05-14 00:00:00.000000";"Nivel de energía al despertar.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3144;Comida;"2025-05-14 00:00:00.000000";"Calidad de tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3145;Comida;"2025-05-14 00:00:00.000000";"Satisfacción con tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3146;Estrés;"2025-05-14 00:00:00.000000";"Cantidad de estrés diario.";1;97d2f662-d791-46c1-8fe2-55690e79425d
3147;Estrés;"2025-05-14 00:00:00.000000";"Habilidad para gestionar el estrés.";5;97d2f662-d791-46c1-8fe2-55690e79425d
3148;Descanso;"2025-05-14 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3149;Descanso;"2025-05-14 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3150;Comida;"2025-05-14 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3151;Comida;"2025-05-14 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3152;Estrés;"2025-05-14 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
3153;Estrés;"2025-05-14 00:00:00.000000";"Habilidad para gestionar el estrés.";3;c64d0195-a021-4e97-9a2d-e53cee9ec721
3154;Descanso;"2025-05-15 00:00:00.000000";"¿Has dormido suficiente?";2;97d2f662-d791-46c1-8fe2-55690e79425d
3155;Descanso;"2025-05-15 00:00:00.000000";"Nivel de energía al despertar.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3156;Comida;"2025-05-15 00:00:00.000000";"Calidad de tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3157;Comida;"2025-05-15 00:00:00.000000";"Satisfacción con tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3158;Estrés;"2025-05-15 00:00:00.000000";"Cantidad de estrés diario.";0;97d2f662-d791-46c1-8fe2-55690e79425d
3159;Estrés;"2025-05-15 00:00:00.000000";"Habilidad para gestionar el estrés.";5;97d2f662-d791-46c1-8fe2-55690e79425d
3160;Descanso;"2025-05-15 00:00:00.000000";"¿Has dormido suficiente?";5;076c055b-d531-4383-806b-1a833825d5a4
3161;Descanso;"2025-05-15 00:00:00.000000";"Nivel de energía al despertar.";4;076c055b-d531-4383-806b-1a833825d5a4
3162;Comida;"2025-05-15 00:00:00.000000";"Calidad de tu alimentación.";4;076c055b-d531-4383-806b-1a833825d5a4
3163;Comida;"2025-05-15 00:00:00.000000";"Satisfacción con tu alimentación.";2;076c055b-d531-4383-806b-1a833825d5a4
3164;Estrés;"2025-05-15 00:00:00.000000";"Cantidad de estrés diario.";1;076c055b-d531-4383-806b-1a833825d5a4
3165;Estrés;"2025-05-15 00:00:00.000000";"Habilidad para gestionar el estrés.";5;076c055b-d531-4383-806b-1a833825d5a4
3166;Descanso;"2025-05-15 00:00:00.000000";"¿Has dormido suficiente?";3;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3167;Descanso;"2025-05-15 00:00:00.000000";"Nivel de energía al despertar.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3168;Comida;"2025-05-15 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3169;Comida;"2025-05-15 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3170;Estrés;"2025-05-15 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3171;Estrés;"2025-05-15 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3172;Descanso;"2025-05-15 00:00:00.000000";"¿Has dormido suficiente?";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3173;Descanso;"2025-05-15 00:00:00.000000";"Nivel de energía al despertar.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3174;Comida;"2025-05-15 00:00:00.000000";"Calidad de tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3175;Comida;"2025-05-15 00:00:00.000000";"Satisfacción con tu alimentación.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3176;Estrés;"2025-05-15 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3177;Estrés;"2025-05-15 00:00:00.000000";"Habilidad para gestionar el estrés.";4;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3178;Descanso;"2025-05-15 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3179;Descanso;"2025-05-15 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3180;Comida;"2025-05-15 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3181;Comida;"2025-05-15 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3182;Estrés;"2025-05-15 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
3183;Estrés;"2025-05-15 00:00:00.000000";"Habilidad para gestionar el estrés.";3;c64d0195-a021-4e97-9a2d-e53cee9ec721
3184;Descanso;"2025-05-16 00:00:00.000000";"¿Has dormido suficiente?";2;8083fe63-0e81-4bb5-9a5c-dd835ab9e6ae
3185;Descanso;"2025-05-16 00:00:00.000000";"Nivel de energía al despertar.";2;8083fe63-0e81-4bb5-9a5c-dd835ab9e6ae
3186;Comida;"2025-05-16 00:00:00.000000";"Calidad de tu alimentación.";4;8083fe63-0e81-4bb5-9a5c-dd835ab9e6ae
3187;Comida;"2025-05-16 00:00:00.000000";"Satisfacción con tu alimentación.";4;8083fe63-0e81-4bb5-9a5c-dd835ab9e6ae
3188;Estrés;"2025-05-16 00:00:00.000000";"Cantidad de estrés diario.";4;8083fe63-0e81-4bb5-9a5c-dd835ab9e6ae
3189;Estrés;"2025-05-16 00:00:00.000000";"Habilidad para gestionar el estrés.";1;8083fe63-0e81-4bb5-9a5c-dd835ab9e6ae
3190;Descanso;"2025-05-16 00:00:00.000000";"¿Has dormido suficiente?";2;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3191;Descanso;"2025-05-16 00:00:00.000000";"Nivel de energía al despertar.";3;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3192;Comida;"2025-05-16 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3193;Comida;"2025-05-16 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3194;Estrés;"2025-05-16 00:00:00.000000";"Cantidad de estrés diario.";1;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3195;Estrés;"2025-05-16 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3196;Descanso;"2025-05-16 00:00:00.000000";"¿Has dormido suficiente?";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3197;Descanso;"2025-05-16 00:00:00.000000";"Nivel de energía al despertar.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3198;Comida;"2025-05-16 00:00:00.000000";"Calidad de tu alimentación.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3199;Comida;"2025-05-16 00:00:00.000000";"Satisfacción con tu alimentación.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3200;Estrés;"2025-05-16 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3201;Estrés;"2025-05-16 00:00:00.000000";"Habilidad para gestionar el estrés.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3202;Descanso;"2025-05-16 00:00:00.000000";"¿Has dormido suficiente?";1;076c055b-d531-4383-806b-1a833825d5a4
3203;Descanso;"2025-05-16 00:00:00.000000";"Nivel de energía al despertar.";1;076c055b-d531-4383-806b-1a833825d5a4
3204;Comida;"2025-05-16 00:00:00.000000";"Calidad de tu alimentación.";2;076c055b-d531-4383-806b-1a833825d5a4
3205;Comida;"2025-05-16 00:00:00.000000";"Satisfacción con tu alimentación.";2;076c055b-d531-4383-806b-1a833825d5a4
3206;Estrés;"2025-05-16 00:00:00.000000";"Cantidad de estrés diario.";0;076c055b-d531-4383-806b-1a833825d5a4
3207;Estrés;"2025-05-16 00:00:00.000000";"Habilidad para gestionar el estrés.";5;076c055b-d531-4383-806b-1a833825d5a4
3208;Descanso;"2025-05-16 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3209;Descanso;"2025-05-16 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3210;Comida;"2025-05-16 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3211;Comida;"2025-05-16 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3212;Estrés;"2025-05-16 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
3213;Estrés;"2025-05-16 00:00:00.000000";"Habilidad para gestionar el estrés.";3;c64d0195-a021-4e97-9a2d-e53cee9ec721
3214;Descanso;"2025-05-17 00:00:00.000000";"¿Has dormido suficiente?";5;808d9bd2-20c3-461c-a7e3-cc83ff916f3a
3215;Descanso;"2025-05-17 00:00:00.000000";"Nivel de energía al despertar.";3;808d9bd2-20c3-461c-a7e3-cc83ff916f3a
3216;Comida;"2025-05-17 00:00:00.000000";"Calidad de tu alimentación.";1;808d9bd2-20c3-461c-a7e3-cc83ff916f3a
3217;Comida;"2025-05-17 00:00:00.000000";"Satisfacción con tu alimentación.";0;808d9bd2-20c3-461c-a7e3-cc83ff916f3a
3218;Estrés;"2025-05-17 00:00:00.000000";"Cantidad de estrés diario.";1;808d9bd2-20c3-461c-a7e3-cc83ff916f3a
3219;Estrés;"2025-05-17 00:00:00.000000";"Habilidad para gestionar el estrés.";5;808d9bd2-20c3-461c-a7e3-cc83ff916f3a
3220;Descanso;"2025-05-17 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3221;Descanso;"2025-05-17 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3222;Comida;"2025-05-17 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3223;Comida;"2025-05-17 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3224;Estrés;"2025-05-17 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3225;Estrés;"2025-05-17 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3226;Descanso;"2025-05-17 00:00:00.000000";"¿Has dormido suficiente?";5;97d2f662-d791-46c1-8fe2-55690e79425d
3227;Descanso;"2025-05-17 00:00:00.000000";"Nivel de energía al despertar.";5;97d2f662-d791-46c1-8fe2-55690e79425d
3228;Comida;"2025-05-17 00:00:00.000000";"Calidad de tu alimentación.";4;97d2f662-d791-46c1-8fe2-55690e79425d
3229;Comida;"2025-05-17 00:00:00.000000";"Satisfacción con tu alimentación.";5;97d2f662-d791-46c1-8fe2-55690e79425d
3230;Estrés;"2025-05-17 00:00:00.000000";"Cantidad de estrés diario.";0;97d2f662-d791-46c1-8fe2-55690e79425d
3231;Estrés;"2025-05-17 00:00:00.000000";"Habilidad para gestionar el estrés.";5;97d2f662-d791-46c1-8fe2-55690e79425d
3232;Descanso;"2025-05-17 00:00:00.000000";"¿Has dormido suficiente?";5;86e2fb75-0490-42ff-aac9-02723f1f6b61
3233;Descanso;"2025-05-17 00:00:00.000000";"Nivel de energía al despertar.";5;86e2fb75-0490-42ff-aac9-02723f1f6b61
3234;Comida;"2025-05-17 00:00:00.000000";"Calidad de tu alimentación.";3;86e2fb75-0490-42ff-aac9-02723f1f6b61
3235;Comida;"2025-05-17 00:00:00.000000";"Satisfacción con tu alimentación.";4;86e2fb75-0490-42ff-aac9-02723f1f6b61
3236;Estrés;"2025-05-17 00:00:00.000000";"Cantidad de estrés diario.";1;86e2fb75-0490-42ff-aac9-02723f1f6b61
3237;Estrés;"2025-05-17 00:00:00.000000";"Habilidad para gestionar el estrés.";4;86e2fb75-0490-42ff-aac9-02723f1f6b61
3238;Descanso;"2025-05-18 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3239;Descanso;"2025-05-18 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3240;Comida;"2025-05-18 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3241;Comida;"2025-05-18 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3242;Estrés;"2025-05-18 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3243;Estrés;"2025-05-18 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3244;Descanso;"2025-05-18 00:00:00.000000";"¿Has dormido suficiente?";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3245;Descanso;"2025-05-18 00:00:00.000000";"Nivel de energía al despertar.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3246;Comida;"2025-05-18 00:00:00.000000";"Calidad de tu alimentación.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3247;Comida;"2025-05-18 00:00:00.000000";"Satisfacción con tu alimentación.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3248;Estrés;"2025-05-18 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3249;Estrés;"2025-05-18 00:00:00.000000";"Habilidad para gestionar el estrés.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3250;Descanso;"2025-05-19 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3251;Descanso;"2025-05-19 00:00:00.000000";"Nivel de energía al despertar.";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3252;Comida;"2025-05-19 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3253;Comida;"2025-05-19 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3254;Estrés;"2025-05-19 00:00:00.000000";"Cantidad de estrés diario.";1;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3255;Estrés;"2025-05-19 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
3256;Descanso;"2025-05-19 00:00:00.000000";"¿Has dormido suficiente?";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3257;Descanso;"2025-05-19 00:00:00.000000";"Nivel de energía al despertar.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3258;Comida;"2025-05-19 00:00:00.000000";"Calidad de tu alimentación.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3259;Comida;"2025-05-19 00:00:00.000000";"Satisfacción con tu alimentación.";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3260;Estrés;"2025-05-19 00:00:00.000000";"Cantidad de estrés diario.";4;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3261;Estrés;"2025-05-19 00:00:00.000000";"Habilidad para gestionar el estrés.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3262;Descanso;"2025-05-18 00:00:00.000000";"¿Has dormido suficiente?";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3263;Descanso;"2025-05-18 00:00:00.000000";"Nivel de energía al despertar.";1;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3264;Comida;"2025-05-18 00:00:00.000000";"Calidad de tu alimentación.";4;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3265;Comida;"2025-05-18 00:00:00.000000";"Satisfacción con tu alimentación.";1;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3266;Estrés;"2025-05-18 00:00:00.000000";"Cantidad de estrés diario.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3267;Estrés;"2025-05-18 00:00:00.000000";"Habilidad para gestionar el estrés.";4;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
3268;Descanso;"2025-05-19 00:00:00.000000";"¿Has dormido suficiente?";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3269;Descanso;"2025-05-19 00:00:00.000000";"Nivel de energía al despertar.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3270;Comida;"2025-05-19 00:00:00.000000";"Calidad de tu alimentación.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3271;Comida;"2025-05-19 00:00:00.000000";"Satisfacción con tu alimentación.";2;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3272;Estrés;"2025-05-19 00:00:00.000000";"Cantidad de estrés diario.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3273;Estrés;"2025-05-19 00:00:00.000000";"Habilidad para gestionar el estrés.";3;8ec0e57f-eb0b-492b-ad57-7666f1fb7242
3274;Descanso;"2025-05-19 00:00:00.000000";"¿Has dormido suficiente?";4;4f6e291a-be3b-4369-88df-15deea7f5509
3275;Descanso;"2025-05-19 00:00:00.000000";"Nivel de energía al despertar.";3;4f6e291a-be3b-4369-88df-15deea7f5509
3276;Comida;"2025-05-19 00:00:00.000000";"Calidad de tu alimentación.";4;4f6e291a-be3b-4369-88df-15deea7f5509
3277;Comida;"2025-05-19 00:00:00.000000";"Satisfacción con tu alimentación.";3;4f6e291a-be3b-4369-88df-15deea7f5509
3278;Estrés;"2025-05-19 00:00:00.000000";"Cantidad de estrés diario.";2;4f6e291a-be3b-4369-88df-15deea7f5509
3279;Estrés;"2025-05-19 00:00:00.000000";"Habilidad para gestionar el estrés.";3;4f6e291a-be3b-4369-88df-15deea7f5509
3280;Descanso;"2025-05-19 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3281;Descanso;"2025-05-19 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
3282;Comida;"2025-05-19 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
